id,title,type,district_n
55237,Thuman Health Post Rasuwa,Basic Health Service Centre,Rasuwa
55238,Timure Health Post Rasuwa,Basic Health Service Centre,Rasuwa
55239,District Jail,Basic Health Service Centre,Rasuwa
55240,Rasuwa Community Eye Center,Eye Treatment Centre,Rasuwa
55241,Gatlang Health Post,Basic Health Service Centre,Rasuwa
55242,Goljung Hp,Basic Health Service Centre,Rasuwa
55243,Haku Health Post,Basic Health Service Centre,Rasuwa
55244,Thambuchet Health Post,Basic Health Service Centre,Rasuwa
55245,Bogatitar Community Health Unit,??????????????????????????????? ???????????,23
55246,Dandagoun Hp,Health Post,Rasuwa
55247,Laharepouwa Hp,Health Post,Rasuwa
55248,Thulogoun Hp,Health Post,Rasuwa
55249,Bhorle Aayurved Ausadalaya,Basic Ayurveda Service Centre,Rasuwa
55250,"Beteni Basic Health Service Center,Rasuwa",Basic Health Service Centre,Rasuwa
55251,Kalika Basic Health Service Center,Basic Health Service Centre,Rasuwa
55252,Ramche Health Post,Basic Health Service Centre,Rasuwa
55253,Jibjibe Gramin Hospital,Basic Hospital (5 to 15 beds),Rasuwa
55254,Langbu Besic Health Service Center Langbu,Basic Health Service Centre,Rasuwa
55255,Bhorle Health Post,Basic Health Service Centre,Rasuwa
55256,Parchyang Health Post,Basic Health Service Centre,Rasuwa
55257,Yarsa Health Post,Basic Health Service Centre,Rasuwa
58720,Mailung Chu,??????????????????????????????? ???????????,23
58741,"Gray Basic Health Service Centre , Rasuwa",Basic Health Service Centre,Rasuwa
58768,"Dhuseni Basic Health Service Center,Kalika",Basic Health Service Centre,Rasuwa
58769,"Saramthali Besic Health Service Center Samthali, Rasuwa",Basic Health Service Centre,Rasuwa
58809,"Sarsyu Besic Health Service Center, Sarsyu, Rasuwa",Basic Health Service Centre,Rasuwa
61611,Parchyang Health Post,Health Post,Rasuwa
61629,Langbu Community Health Post,Health Post,Rasuwa
61630,Yarsa Health Post,Health Post,Rasuwa
61631,Saramthali Community Health Unit,Community Health Unit,Rasuwa
61632,Sarsyu Community Health Unit,Community Health Unit,Rasuwa
61633,Parchyang Hospital,General Hospital,Rasuwa
61634,Parchyang Ayurveda Hospital,Ayurveda Hospital,Rasuwa
61635,Bhorle Health Post,Health Post,Rasuwa
61636,Bhorle Community Health Unit,Community Health Unit,Rasuwa
61832,Tiru Community Health Unit,Community Health Unit,Rasuwa
66566,Dahalfedi Community Health Unit Rasuwa,Basic Health Service Centre,Rasuwa
67031,Khamjing Community Health Unit Rasuwa,Basic Health Service Centre,Rasuwa
67227,"Betang Besic Health Service Center, Betang",Basic Health Service Centre,Rasuwa
67228,"Thulo Bhorle Basic Health Service Center, Bhorle",Basic Health Service Centre,Rasuwa
67229,"Thulosyafru Community Health Unit, Rasuwa",Basic Health Service Centre,Rasuwa
67230,Dobo Temba Phurpa Basic Hospital,Basic Ayurveda Service Centre,Rasuwa
67232,Arukharka Community Health Unit,Basic Health Service Centre,Rasuwa
13986,Anbukhaireni SHP,Health Post,Tanahu
13987,Arunodaya HP,Health Post,Tanahu
13988,Baidi SHP,Health Post,Tanahu
13989,Bandipur Hospital,Hospital,Tanahu
13990,Laxmi Hospital,Hospital,Tanahu
13991,Marie Stopes Centre,Other,Tanahu
13992,Purandihi PHC,Primary Health Care Center,Tanahu
13993,Basantapur SHP,Health Post,Tanahu
13994,Bhanu SHP,Health Post,Tanahu
13995,Gorkha Community Polyclinic,Clinic,Tanahu
13996,Bhanumati SHP,Health Post,Tanahu
13997,Bhimad PHC,Primary Health Care Center,Tanahu
13998,Bhirkot SHP,Health Post,Tanahu
14004,Tharpu HP,Health Post,Tanahu
14005,Chhimkeshwori SHP,Health Post,Tanahu
14006,Chhipchhipe HP,Health Post,Tanahu
14007,Chokchisapani SHP,Health Post,Tanahu
14008,Deurali SHP,Health Post,Tanahu
14009,Sinchyang HP,Health Post,Tanahu
14010,Dharampani HP,Health Post,Tanahu
14011,Dhorfirdi HP,Health Post,Tanahu
14012,Khairenitar HP,Health Post,Tanahu
14013,Seti Ganga Community Hospital,Hospital,Tanahu
14014,Firfire SHP,Health Post,Tanahu
14015,Gajarkot SHP,Health Post,Tanahu
14017,Jamune SHP,Health Post,Tanahu
14018,Kahushivapur SHP,Health Post,Tanahu
14020,Khairenitar SHP,Health Post,Tanahu
14021,Kihun SHP,Health Post,Tanahu
14022,Kota SHP,Health Post,Tanahu
14023,Kotdarbar SHP,Health Post,Tanahu
14025,Majhakot SHP,Health Post,Tanahu
14026,Manpang HP,Health Post,Tanahu
14028,Purkot SHP,Health Post,Tanahu
14029,Reproductive Health Service,Other,Tanahu
14030,Raipur SHP,Health Post,Tanahu
14031,Ramjakot SHP,Health Post,Tanahu
14032,Rising Ranipokhari SHP,Health Post,Tanahu
14034,Rupakot SHP,Health Post,Tanahu
14036,Shambu Hattiya HP,Health Post,Tanahu
14038,Ghiring Sundhara SHP,Health Post,Tanahu
14040,Tharpek HP,Health Post,Tanahu
14041,Jyamruk HP,Health Post,Tanahu
16442,Chandrawati Medical,Hospital,Tanahu
16445,Chandrawati Vaccination Center,Hospital,Tanahu
16932,Health Post,Health Post,Tanahu
17349,Thorpu swastha chauki,Pharmacy,Tanahu
17666,Sanjiwani Medical Hall,Pharmacy,Tanahu
17687,Prajapati Ausadhi Pasal,Pharmacy,Tanahu
17726,Koirala Medical Hall,Pharmacy,Tanahu
17733,Shree Chhimkeswori Pharmacy,Pharmacy,Tanahu
17737,Suklagandaki Medical Hall,Pharmacy,Tanahu
17738,Shree Chhimkeswori General Hospital,Hospital,Tanahu
18032,Sangamo Aayeubedic Pharmacy,Pharmacy,Tanahu
37316,Chhabdi Urban Health Centre,Health Post,Tanahu
37317,Pokkharibhanjyang Health Post,Health Post,Tanahu
37318,Keshavtar Ayurveda Aushadhalaya,Pharmacy,Tanahu
37319,Keshavtar Health Post,Health Post,Tanahu
37320,Gajaude Health Post,Health Post,Tanahu
37321,Charkune Basic Health Centre,Health Post,Tanahu
37322,Kerabari Basic Health Center,Health Post,Tanahu
37323,Simaltar Basic Health Center,Health Post,Tanahu
37324,Pateni Basic Health Center,Health Post,Tanahu
37325,Ranitari Urban Health Center,Health Post,Tanahu
37326,Madibeshi Community Health Unit,Health Post,Tanahu
37327,Pathra Basic Health Center,Health Post,Tanahu
37328,Dumsi Basic Health Center,Health Post,Tanahu
37329,Tanahusur Health Post,Health Post,Tanahu
37330,Tanahusur Health Post Service Office,Health Post,Tanahu
37331,Ghansikuwa Health Post,Health Post,Tanahu
37332,Chhirkan Service Office,Health Post,Tanahu
37333,Shree Ratnahari Memorial Hospital,Hospital,Tanahu
37334,Byasnagar Hospital,Hospital,Tanahu
37335,Samadhan Hospital,Hospital,Tanahu
37336,Damauli Hospital,Hospital,Tanahu
37337,Syamjha Health Post,Health Post,Tanahu
37338,Risti Health Post,Health Post,Tanahu
37339,Satiswara Health Post,Health Post,Tanahu
37340,Kattikechaur Health Post,Health Post,Tanahu
37341,National Apollo Hospital,Hospital,Tanahu
37342,Chhapthok Urban Health Center,Health Post,Tanahu
37343,Dumsichaur Urban Health Center,Health Post,Tanahu
37378,Lokpriya Medical Centre,Clinic,Tanahu
57140,Bhanu Aayurved Aausadhalaya,Basic Ayurveda Service Centre,Tanahu
57141,Rupakot Aayurved Aausadhalaya,Basic Ayurveda Service Centre,Tanahu
57142,Basantapur Hp Tanahu,Basic Health Service Centre,Tanahu
57143,Bhanu Hp_Tanahu,Basic Health Service Centre,Tanahu
57144,Chokchisapani Hp_Tanahu,Basic Health Service Centre,Tanahu
57145,Jyamruk Hp_Tanahu,Basic Health Service Centre,Tanahu
57146,Purkot Hp_Tanahu,Basic Health Service Centre,Tanahu
57147,Rupakot Hp Tanahu_Tanahu,Basic Health Service Centre,Tanahu
57148,Family Health Centre_ Purkot_Tanahu,,Tanahu
57149,Bhanu Community Health Center,Primary Hospital,Tanahu
57150,Gorkha Community Polyclinic_Tanahu,Poly Clinic,Tanahu
57151,Jamune Aayurved Ausadhalaya,Basic Health Service Centre,Tanahu
57152,Jamune Health Post,Basic Health Service Centre,Tanahu
57153,Tharpu Hospital_Tanahu,Basic Hospital (5 to 15 beds),Tanahu
57154,Seti Ganga Community Hospital_Tanahu,General Hospital,Tanahu
57155,Firfire Health Post,Basic Health Service Centre,Tanahu
57156,Khairenitar Health Post,Basic Health Service Centre,Tanahu
57157,Khairenitar Health Post Udendhunga,Basic Health Service Centre,Tanahu
57158,Raipur Health Post,Basic Health Service Centre,Tanahu
57159,Bhimad Aayurved Dispensary,Basic Health Service Centre,Tanahu
57160,Arunodaya Health Post,Basic Health Service Centre,Tanahu
57161,Bhanumati Hp_Tanahu,Basic Health Service Centre,Tanahu
57162,Kihun Hp_Tanahu,Basic Health Service Centre,Tanahu
57163,Majhakot Hp_Tanahu,Basic Health Service Centre,Tanahu
57164,Bhimad Phc_Tanahu,Basic Health Service Centre,Tanahu
57165,Bhimad Polyclinic_ Tanahu,Basic Health Service Centre,Tanahu
57166,Gajarkot Hp_Tanahu,Basic Health Service Centre,Tanahu
57167,Ghiring Sundhara Hp_Tanahu,Basic Health Service Centre,Tanahu
57168,Bhirkot Aayurved Dispensary,Basic Health Service Centre,Tanahu
57169,Bhirkot Hp Tanahu,Basic Health Service Centre,Tanahu
57170,Kahushivapur Hp_Tanahu,Health Post,Tanahu
57171,Kotdarbar Hp_Tanahu,Basic Health Service Centre,Tanahu
57172,Ramjakot Hp_Tanahu,Basic Health Service Centre,Tanahu
57173,Rising Ranipokhari Hp_Tanahu,Basic Health Service Centre,Tanahu
57174,Baidi Hp_Tanahu,Health Post,Tanahu
57175,Chhipchhipe Hp_Tanahu,Health Post,Tanahu
57176,Kota Hp_Tanahu,Health Post,Tanahu
57177,Sinchyang Hp_Tanahu,Health Post,Tanahu
57178,Bandipur Ayurveda Aushadhalaya,Ayurveda Health Center (General Ayurveda Hospital),Tanahu
57179,Bandipur Hospital,Basic Hospital (5 to 15 beds),Tanahu
57180,Dharampani Health Post,Basic Health Service Centre,Tanahu
57181,Laxmi Hospital,Health Clinic,Tanahu
57182,Nagrik Arogaya Sewakendra,Basic Ayurveda Service Centre,Tanahu
57183,Chhimkeshwori Hp_Tanahu,Health Post,Tanahu
57184,Deurali Hp Tanahu_Tanahu,Health Post,Tanahu
57185,"Chhimkeshwori (P) Hospital, Tanahu",General Hospital,Tanahu
58812,Khairenitar Bhsc,Basic Health Service Centre,Tanahu
62276,Bhsc Sina,Basic Health Service Centre,Tanahu
64493,"Ranagaun, Basic Health Center Tanahu",Basic Health Service Centre,Tanahu
64494,Puranadihi Municipal_Tanahu,Basic Hospital (5 to 15 beds),Tanahu
64495,Manapang Hp_Tanahu,Basic Health Service Centre,Tanahu
64496,"Community Health Unit, Bomatar, Tanahu",Basic Health Service Centre,Tanahu
64497,Devghat Hp_ Tanahu,Health Post,Tanahu
64498,Devghat Dharmartha Hospital_ Tanahu,Basic Hospital (5 to 15 beds),Tanahu
64499,Kukurdi Basic Health Service Center,Basic Health Service Centre,Tanahu
64500,Piple Basic Health Service Center,Basic Health Service Centre,Tanahu
64501,Meri Stops Centre,Basic Health Service Centre,Tanahu
64502,Om Biraj Dental Clinic,Clinic (Dental/Eye/Medical????.),Tanahu
64766,Bhansar Bhsc,Basic Health Service Centre,Tanahu
64767,Gunadi Bhsc,Basic Health Service Centre,Tanahu
64768,Satrasaya Bhsc,,Tanahu
64775,Nareshwor Bhsc,Basic Health Service Centre,Tanahu
64776,Tilbari Bhsc,,Tanahu
64783,Pasale Basic Health Service Center,Basic Health Service Centre,Tanahu
64784,Sukhaura Basic Health Service Center,Basic Health Service Centre,Tanahu
64797,Chhangpatan Bhsc,Basic Health Service Centre,Tanahu
64798,Rhishingpatan Bhsc,Basic Health Service Centre,Tanahu
64799,Kalchok Basic Health Service Center,Basic Health Service Centre,Tanahu
64808,Tuhurepasal Bhsc,Basic Health Service Centre,Tanahu
64809,Sarangghat Urban Health Center,Basic Health Service Centre,Tanahu
64822,Samidhara Bhsc,Basic Health Service Centre,Tanahu
64823,Pokharichhap Bhsc,Basic Health Service Centre,Tanahu
64838,Kawachit Chu,Basic Health Service Centre,Tanahu
64840,Paiyusara Bhsc,Basic Health Service Centre,Tanahu
65965,Aanbookhaireni_Hospital,General Hospital,Tanahu
65966,Kalimati Nagaristariya Hospital,Basic Hospital (5 to 15 beds),Tanahu
65967,Akala Community Health Unit,Community Health Unit,Tanahu
65968,Pipalbhanjyang Bhsc,Basic Health Service Centre,Tanahu
65977,Badahare Bhsc,Basic Health Service Centre,Tanahu
67365,Sahid Hira Smriti_Bhcc,Basic Health Service Centre,Tanahu
