id,title,type,DISTRICT_max,GAPA_NAPA_min,Long,Lat
13891,Namjung SHP,Health Post,GORKHA,Sahid Lakhan,84.703773,27.936819
13908,Taklung SHP,Health Post,GORKHA,Sahid Lakhan,84.625999,27.90407
16272,pharmacy bungkot,Pharmacy,GORKHA,Sahid Lakhan,84.674602,27.959831
16273,Bungkot Hospital,Hospital,GORKHA,Sahid Lakhan,84.674803,27.971878
56955,Taklung Heath Post Gorkha,Basic Health Service Centre,GORKHA,Sahid Lakhan,84.625876,27.904054
67086,Manakamana Basic Health Service Center,Basic Health Service Centre,GORKHA,Sahid Lakhan,84.590194,27.905463
67087,Bakrang Health Post,Basic Health Service Centre,GORKHA,Sahid Lakhan,84.592989,27.934139
67088,Bunkot Health Post,Basic Health Service Centre,GORKHA,Sahid Lakhan,84.674777,27.971942
67090,Manakamana Health Post,Basic Health Service Centre,GORKHA,Sahid Lakhan,84.571576,27.889701
67091,Namjung Health Post,Basic Health Service Centre,GORKHA,Sahid Lakhan,84.70346,27.93692
67108,Bungkot Basic Health Centre,Basic Health Service Centre,GORKHA,Sahid Lakhan,84.699492,27.96857
